Introduction,Header,Name,Account,Alias,BaseCurrency,AccountType,AnalysisPeriod,PerformanceMeasure
Introduction,Data,Golden Horse Global Macro Discretionary Fund,U8251256,,USD,Separate Trading Limit,"January 1, 2025 to January 27, 2025 (Daily)",TWR
Key Statistics,MetaInfo,Analysis Period,"January 1, 2025 - January 27, 2025"
Key Statistics,Header,BeginningNAV,EndingNAV,CumulativeReturn,5DayReturn,5DayReturnDateRange,10DayReturn,10DayReturnDateRange,BestReturn,BestReturnDate,WorstReturn,WorstReturnDate,MTM,Deposits & Withdrawals,Dividends,Interest,Fees & Commissions,Other,ChangeInNAV
Key Statistics,Data,71204922.76916799,66306529.445871726,6.593675941,-2.131646095,20250121 - 20250127,9.73125894,20250114 - 20250127,6.647500711,20250115,-7.565892408,20250127,4584464.210516995,-9000000,93053.9590706,-540996.3426907,-26205.276448133,-8709.873745025,-4898393.323296264
Historical Performance Benchmark Comparison,MetaInfo,Analysis Period,"March 22, 2018 - January 27, 2025"
Historical Performance Benchmark Comparison,Header,Account,MTD,QTD,YTD,1 Year,3 Year,5 Year,Since Inception
Historical Performance Benchmark Comparison,Data,SPXTR,2.29533869,2.29533869,2.29533869,24.626376291,44.81473563,97.395841117,148.696845768
Historical Performance Benchmark Comparison,Data,EFA,4.787726491,4.787726491,4.787726491,8.899434298,15.650190881,31.805295783,39.345803587
Historical Performance Benchmark Comparison,Data,VT,2.579162411,2.579162411,2.579162411,18.609032059,29.03507143,63.000151249,86.069173528
Historical Performance Benchmark Comparison,Data,U8251256,6.593675937,6.593675937,6.593675937,51.405130812,40.548027702,-62.990041704,< -2000000
Performance by Symbol,Data,XHB,SPDR S&P HOMEBUILDERS ETF,ETFs,Consumer Cyclicals,0.889254136,6.042713546,0.058065721,0.00,"-40,513.52",No
Performance by Symbol,Data,XLE,ENERGY SELECT SECTOR SPDR,ETFs,Energy,9.042928856,3.426661046,0.455750432,0.00,"-290,424.99",No
Performance by Symbol,Data,XLF,FINANCIAL SELECT SECTOR SPDR,ETFs,Financials,14.797733291,2.595111577,0.44988169,0.00,"1,550,328.90",No
Performance by Symbol,Data,XLK,TECHNOLOGY SELECT SECT SPDR,ETFs,Technology,8.519748674,1.24370661,0.125693055,0.00,"465,690.79",No
Performance by Symbol,Data,XLU,UTILITIES SELECT SECTOR SPDR,ETFs,Utilities,0.698707575,3.176792506,0.024626688,0.00,"-14,122.69",No
Performance by Symbol,Data,XLV,HEALTH CARE SELECT SECTOR,ETFs,Healthcare,6.683710598,4.029855211,0.261998603,0.00,"-203,164.01",No
Performance by Symbol,Data,XME,SPDR S&P METALS & MINING ETF,ETFs,Basic Materials,1.200136811,4.847412596,0.063001962,0.00,"-60,894.87",No
Performance by Symbol,Data,XSW,SPDR S&P SOFTWARE & SER ETF,ETFs,Technology,1.232513602,0.910496185,0.016590469,0.00,"-22,500.39",No
Performance by Symbol,Data,Total ETFs,,,,188.660228338,2.525210559,5.169063365,0.00,"7,724,970.94",
Performance by Symbol,Data,ESH5,ES 21MAR25,Futures,Unclassified,6.787513737,2.47407657,0.179847837,0.00,"94,960.50",No
Performance by Symbol,Data,NQH5,NQ 21MAR25,Futures,Unclassified,16.070682242,0.113349838,0.283717822,0.00,"-2,277.60",No
Performance by Symbol,Data,Total Futures,,,,22.858195979,0.849603056,0.462174651,0.00,"92,682.90",
Performance by Symbol,Data,E1AF5 C6070,ES 06JAN25 6070 C,Futures Options,Unclassified,-0.002503156,-100,0.002503156,0.00,"1,660.80",No
Performance by Symbol,Data,E3CF5 C6000,ES 15JAN25 6000 C,Futures Options,Unclassified,-0.001656119,-100,0.001656119,0.00,"1,010.80",No
Performance by Symbol,Data,EW1F5 P5940,ES 03JAN25 5940 P,Futures Options,Unclassified,-0.06529279,-100,0.065098525,0.00,"104,339.50",No
Performance by Symbol,Data,EW3F5 C6055,ES 17JAN25 6055 C,Futures Options,Unclassified,-0.003484314,-100,0.003484314,0.00,"2,285.80",No
Performance by Symbol,Data,EWF5 C6075,ES 31JAN25 6075 C,Futures Options,Unclassified,0.058759789,154.682975207,0.088879068,0.00,"8,866.50",No
Performance by Symbol,Data,Q1AF5 C21900,NQ 06JAN25 21900 C,Futures Options,Unclassified,-0.00902179,-100,0.00902179,0.00,"5,985.80",No
Performance by Symbol,Data,Q1BF5 C21900,NQ 07JAN25 21900 C,Futures Options,Unclassified,-0.013581237,-100,0.019099843,0.00,"12,835.80",No
Performance by Symbol,Data,Q2AF5 C20960,NQ 13JAN25 20960 C,Futures Options,Unclassified,-0.003295712,-100,0.003295712,0.00,"2,035.80",No
Performance by Symbol,Data,Q3BF5 C21700,NQ 21JAN25 21700 C,Futures Options,Unclassified,-0.015639571,-99.871908207,0.01638711,0.00,0.00,No
Performance by Symbol,Data,Q3BF5 C21800,NQ 21JAN25 21800 C,Futures Options,Unclassified,-0.006621035,-100,0.006621035,0.00,"4,485.80",No
Performance by Symbol,Data,Q3BF5 P21700,NQ 21JAN25 21700 P,Futures Options,Unclassified,-0.023742621,-100,0.023742621,0.00,"16,085.80",No
Performance by Symbol,Data,Q3CF5 C21425,NQ 15JAN25 21425 C,Futures Options,Unclassified,-0.003335504,-100,0.003335504,0.00,"2,035.80",No
Performance by Symbol,Data,Q4CF5 P21880,NQ 22JAN25 21880 P,Futures Options,Unclassified,-0.001837097,-7.124414416,0.000130882,0.00,92.16,No
Performance by Symbol,Data,Q4CF5 P22000,NQ 22JAN25 22000 P,Futures Options,Unclassified,-0.003033188,-100,0.003033188,0.00,"2,135.80",No
Performance by Symbol,Data,QN2F5 P21500,NQ 10JAN25 21500 P,Futures Options,Unclassified,-0.082901726,-99.982576687,0.129576707,0.00,0.00,No
Performance by Symbol,Data,QN3F5 C21600,NQ 17JAN25 21600 C,Futures Options,Unclassified,-0.006075676,-100,0.006075676,0.00,"3,985.80",No
Performance by Symbol,Data,QN3F5 C21650,NQ 17JAN25 21650 C,Futures Options,Unclassified,-0.006075676,-100,0.006075676,0.00,"3,985.80",No
Performance by Symbol,Data,QN3F5 C21700,NQ 17JAN25 21700 C,Futures Options,Unclassified,-0.006075676,-100,0.006075676,0.00,"3,985.80",No
Performance by Symbol,Data,QN3F5 C21750,NQ 17JAN25 21750 C,Futures Options,Unclassified,-0.006075676,-100,0.006075676,0.00,"3,985.80",No
Performance by Symbol,Data,QN3F5 P21530,NQ 17JAN25 21530 P,Futures Options,Unclassified,-0.008667037,-41.710928981,0.003615102,0.00,"2,371.60",No
Performance by Symbol,Data,QN3F5 P21625,NQ 17JAN25 21625 P,Futures Options,Unclassified,-0.012935162,-99.832661623,0.012913516,0.00,0.00,No
Performance by Symbol,Data,QN4F5 C22000,NQ 24JAN25 22000 C,Futures Options,Unclassified,-0.01993398,-100,0.012910019,0.00,"9,585.80",No
Performance by Symbol,Data,QNEF5 C22200,NQ 31JAN25 22200 C,Futures Options,Unclassified,0.07625602,-73.021014493,-0.052357111,0.00,"-168,669.20",No
Performance by Symbol,Data,Total Futures Options,,,,0.06693033,-4836.009805805,0.377427671,0.00,"23,087.56",
Performance by Symbol,Data,ALB JAN25 90 C,9988 27JAN25 90 C,Options,Technology,-0.00029861,-89.440147432,0.000758959,0.00,519.25,No
Performance by Symbol,Data,AMAT  250131P00187500,AMAT 31JAN25 187.5 P,Options,Technology,-0.003780755,793.63662309,-0.015864637,0.00,"-11,391.70",No
Performance by Symbol,Data,AMZN  250131C00242500,AMZN 31JAN25 242.5 C,Options,Consumer Cyclicals,-0.001940684,-68.972261429,0.001220281,0.00,891.73,No
Performance by Symbol,Data,ANA JAN25 85 C,2020 27JAN25 85 C,Options,Consumer Cyclicals,-0.000204111,-94.563327548,0.000409752,0.00,285.56,No
Performance by Symbol,Data,ANF   250103P00155000,ANF 03JAN25 155 P,Options,Consumer Cyclicals,-0.000573183,-100,0.001146365,0.00,725.14,No
Performance by Symbol,Data,ANF   250110C00157500,ANF 10JAN25 157.5 C,Options,Consumer Cyclicals,-0.001773828,-100,0.002376278,0.00,0.00,No
Performance by Symbol,Data,ANF   250110P00155000,ANF 10JAN25 155 P,Options,Consumer Cyclicals,-0.002384858,-100,0.003311664,0.00,"2,056.44",No
Performance by Symbol,Data,ANF   250124P00127000,ANF 24JAN25 127 P,Options,Consumer Cyclicals,-0.001653627,-100,0.000774092,0.00,0.00,No
Performance by Symbol,Data,ASML  250103P00680000,ASML 03JAN25 680 P,Options,Technology,-0.001164889,-100,0.002280217,0.00,649.65,No
Performance by Symbol,Data,ASML  250124C00790000,ASML 24JAN25 790 C,Options,Technology,-0.000880639,-100,0.001692794,0.00,"1,201.43",No
Performance by Symbol,Data,BX    250110P00175000,BX 10JAN25 175 P,Options,Financials,-0.002875138,-100,0.001453897,0.00,0.00,No
Performance by Symbol,Data,BYD JAN25 245 P W17,1211 17JAN25 245 P,Options,Consumer Cyclicals,-0.001133413,-100,0.002578516,0.00,"1,566.39",No
Performance by Symbol,Data,BYD JAN25 280 C W24,1211 24JAN25 280 C,Options,Consumer Cyclicals,-0.002416128,-100,0.003045624,0.00,"2,194.15",No
Performance by Symbol,Data,BYD JAN25 300 C,1211 27JAN25 300 C,Options,Consumer Cyclicals,-0.000316227,-100,0.001028214,0.00,706.46,No
Performance by Symbol,Data,CAT   250110C00362500,CAT 10JAN25 362.5 C,Options,Industrials,-0.001851309,-100,0.002210736,0.00,"1,473.10",No
Performance by Symbol,Data,CAT   250110P00350000,CAT 10JAN25 350 P,Options,Industrials,-0.000705391,-100,0.002097696,0.00,"1,345.45",No
Performance by Symbol,Data,CAT   250124P00380000,CAT 24JAN25 380 P,Options,Industrials,-0.000769877,-100,0.001916751,0.00,"1,298.13",No
Performance by Symbol,Data,CAT   250124P00397500,CAT 24JAN25 397.5 P,Options,Industrials,-0.000661861,-100,0.00129615,0.00,920.56,No
Performance by Symbol,Data,CCJ   250124P00050000,CCJ 24JAN25 50 P,Options,Energy,-0.000310719,-100,0.000635705,0.00,435.41,No
Performance by Symbol,Data,CHT JAN25 75 C,941 27JAN25 75 C,Options,Technology,-0.00325447,20.646771191,-0.00065705,0.00,-432.96,No
Performance by Symbol,Data,DIA   250124C00439000,DIA 24JAN25 439 C,Options,Broad,-0.004193503,-100,0.001645953,0.00,0.00,No
Performance by Symbol,Data,GLD   241231C00254000,GLD 31DEC24 254 C,Options,Basic Materials,0,0,0,0.00,"5,215.02",No
Performance by Symbol,Data,GLD   250124C00252500,GLD 24JAN25 252.5 C,Options,Basic Materials,-0.011630691,-100,0.008051593,0.00,0.00,No
Performance by Symbol,Data,GLD   250124C00254000,GLD 24JAN25 254 C,Options,Basic Materials,-0.007071353,-100,0.004209531,0.00,0.00,No
Performance by Symbol,Data,GLD   250127C00255000,GLD 27JAN25 255 C,Options,Basic Materials,-0.005985381,-78.859501379,0.004078894,0.00,"2,929.23",No
Performance by Symbol,Data,GLD   250127P00250000,GLD 27JAN25 250 P,Options,Basic Materials,-0.001801036,-93.156916994,0.003178236,0.00,"2,249.77",No
Performance by Symbol,Data,GOOG  250110C00195000,GOOG 10JAN25 195 C,Options,Telecomm,-0.00297465,-100,0.002902699,0.00,"1,845.27",No
Performance by Symbol,Data,GOOG  250124C00205000,GOOG 24JAN25 205 C,Options,Telecomm,-0.000443382,-100,0.000986211,0.00,692.90,No
Performance by Symbol,Data,GS    250124P00605000,GS 24JAN25 605 P,Options,Financials,-0.000384389,-100,0.001737934,0.00,"1,181.43",No
Performance by Symbol,Data,GS    250124P00615000,GS 24JAN25 615 P,Options,Financials,-0.00102856,-100,0.004383861,0.00,"2,986.36",No
Performance by Symbol,Data,HCF FEB25 80 C,2828 27FEB25 80 C,Options,Broad,-0.005641388,12.151866152,-0.000831851,0.00,-704.92,No
Performance by Symbol,Data,IBIT  250124C00060000,IBIT 24JAN25 60 C,Options,Broad,-0.008244942,-100,0.009278045,0.00,"3,382.20",No
Performance by Symbol,Data,IBIT  250124C00063000,IBIT 24JAN25 63 C,Options,Broad,-0.003855982,-100,0.006111767,0.00,"4,289.40",No
Performance by Symbol,Data,ICE   250221P00150000,ICE 21FEB25 150 P,Options,Financials,-0.003857844,-63.039291705,0.002934439,0.00,"2,075.78",No
Performance by Symbol,Data,IGV   250103P00103500,IGV 03JAN25 103.5 P,Options,Technology,-0.005378743,-100,0.005439352,0.00,0.00,No
Performance by Symbol,Data,IGV   250131C00105000,IGV 31JAN25 105 C,Options,Technology,-0.002000073,-62.960433135,0.001372087,0.00,986.88,No
Performance by Symbol,Data,IJH   250117C00063000,IJH 17JAN25 63 C,Options,Broad,-0.001687207,-100,0.001316516,0.00,0.00,No
Performance by Symbol,Data,JDC JAN25 160 C,9618 27JAN25 160 C,Options,Consumer Cyclicals,-0.001343031,-87.635336988,0.002377445,0.00,"1,681.01",No
Performance by Symbol,Data,JPM   250103P00242500,JPM 03JAN25 242.5 P,Options,Financials,-0.000187919,-100,0.000375838,0.00,237.74,No
Performance by Symbol,Data,JPM   250110C00245000,JPM 10JAN25 245 C,Options,Financials,-0.001179853,-100,0.001366219,0.00,962.98,No
Performance by Symbol,Data,JPM   250110P00242500,JPM 10JAN25 242.5 P,Options,Financials,-0.002895832,-100,0.003449927,0.00,0.00,No
Performance by Symbol,Data,KO    250131C00063000,KO 31JAN25 63 C,Options,Consumer Non-Cyc,-0.000432742,60.071030883,-0.000461033,0.00,-344.15,No
Performance by Symbol,Data,MCD   250103C00300000,MCD 03JAN25 300 C,Options,Consumer Cyclicals,-0.000040528,-100,0.000055971,0.00,715.51,No
Performance by Symbol,Data,MCD   250117C00315000,MCD 17JAN25 315 C,Options,Consumer Cyclicals,0.000064657,-100,-0.000138628,0.00,"-4,957.03",No
Performance by Symbol,Data,MIU JAN25 35 P,1810 27JAN25 35 P,Options,Technology,-0.000726711,-96.786242082,0.000620544,0.00,456.33,No
Performance by Symbol,Data,MSFT  250110P00420000,MSFT 10JAN25 420 P,Options,Technology,-0.000813066,-100,0.001610589,0.00,0.00,No
Performance by Symbol,Data,MSFT  250117C00430000,MSFT 17JAN25 430 C,Options,Technology,-0.000451806,-100,0.000507187,0.00,334.62,No
Performance by Symbol,Data,MSFT  250124C00432500,MSFT 24JAN25 432.5 C,Options,Technology,-0.006028624,-100,0.000963659,0.00,0.00,No
Performance by Symbol,Data,NVDA  250103C00140000,NVDA 03JAN25 140 C,Options,Technology,-0.011137221,-100,0.001144619,0.00,0.00,No
Performance by Symbol,Data,NVDA  250110C00145000,NVDA 10JAN25 145 C,Options,Technology,-0.024869967,-100,0.01338282,0.00,"11,330.58",No
Performance by Symbol,Data,NVDA  250110C00150000,NVDA 10JAN25 150 C,Options,Technology,-0.02725224,-100,0.036498826,0.00,"26,059.06",No
Performance by Symbol,Data,NVDA  250110C00152500,NVDA 10JAN25 152.5 C,Options,Technology,-0.009286288,-100,0.014206805,0.00,"9,971.62",No
Performance by Symbol,Data,NVDA  250110C00157500,NVDA 10JAN25 157.5 C,Options,Technology,-0.004627209,-100,0.012324789,0.00,"8,432.51",No
Performance by Symbol,Data,NVDA  250110P00145000,NVDA 10JAN25 145 P,Options,Technology,-0.072665197,-100,0.028910688,0.00,0.00,No
Performance by Symbol,Data,NVDA  250117P00130000,NVDA 17JAN25 130 P,Options,Technology,-0.020143922,-100,0.0517057,0.00,"32,930.41",No
Performance by Symbol,Data,NVDA  250124C00146000,NVDA 24JAN25 146 C,Options,Technology,-0.009452388,-100,0.008659718,0.00,"6,414.29",No
Performance by Symbol,Data,NVDA  250124C00150000,NVDA 24JAN25 150 C,Options,Technology,-0.003020312,-100,0.005726598,0.00,"4,114.98",No
Performance by Symbol,Data,NVDA  250131C00145000,NVDA 31JAN25 145 C,Options,Technology,-0.021642595,-77.370607546,0.009242706,0.00,"7,129.58",No
Performance by Symbol,Data,NVDA  250131C00150000,NVDA 31JAN25 150 C,Options,Technology,-0.025165105,-88.748007475,0.023378288,0.00,"17,054.46",No
Performance by Symbol,Data,NVDA  250131C00152500,NVDA 31JAN25 152.5 C,Options,Technology,-0.018761099,-92.249287003,0.025065333,0.00,"18,053.79",No
Performance by Symbol,Data,NVDA  250131C00155000,NVDA 31JAN25 155 C,Options,Technology,-0.01165102,-91.173735381,0.015330203,0.00,"11,058.33",No
Performance by Symbol,Data,NVDA  250321C00135000,NVDA 21MAR25 135 C,Options,Technology,0.185904862,64.700560421,0.104611809,0.00,"70,681.37",No
Performance by Symbol,Data,ORCL  250103P00165000,ORCL 03JAN25 165 P,Options,Technology,-0.000776753,-100,0.001166494,0.00,"1,132.98",No
Performance by Symbol,Data,ORCL  250110P00162500,ORCL 10JAN25 162.5 P,Options,Technology,-0.001645801,-100,0.000993923,0.00,0.00,No
Performance by Symbol,Data,ORCL  250124C00195000,ORCL 24JAN25 195 C,Options,Technology,-0.00027494,-100,0.000597282,0.00,427.70,No
Performance by Symbol,Data,ORCL  250131C00200000,ORCL 31JAN25 200 C,Options,Technology,-0.000541711,-91.847299251,0.000796705,0.00,571.93,No
Performance by Symbol,Data,PANW  250110P00180000,PANW 10JAN25 180 P,Options,Technology,-0.002749642,-100,0.001637847,0.00,0.00,No
Performance by Symbol,Data,PANW  250131C00195000,PANW 31JAN25 195 C,Options,Technology,-0.001275022,-45.083894304,0.000776195,0.00,555.83,No
Performance by Symbol,Data,PDD   250110C00106000,PDD 10JAN25 106 C,Options,Technology,-0.000308288,-100,0.000835718,0.00,545.47,No
Performance by Symbol,Data,PDD   250117C00100000,PDD 17JAN25 100 C,Options,Technology,-0.002276099,-100,0.0014283,0.00,0.00,No
Performance by Symbol,Data,PLTR  250110C00080000,PLTR 10JAN25 80 C,Options,Technology,-0.00053164,-100,0.000952128,0.00,866.49,No
Performance by Symbol,Data,PLTR  250110P00075000,PLTR 10JAN25 75 P,Options,Technology,-0.005425079,-100,0.004324216,0.00,0.00,No
Performance by Symbol,Data,PLTR  250131C00080000,PLTR 31JAN25 80 C,Options,Technology,-0.002449385,-51.435494315,0.001088674,0.00,780.62,No
Performance by Symbol,Data,QQQ   241231C00550000,QQQ 31DEC24 550 C,Options,Broad,0,0,0,0.00,"3,389.57",No
Performance by Symbol,Data,QQQ   250103C00519000,QQQ 03JAN25 519 C,Options,Broad,-0.000842732,-100,0.001685463,0.00,"1,066.15",No
Performance by Symbol,Data,QQQ   250106C00529000,QQQ 06JAN25 529 C,Options,Broad,-0.000592447,-100,0.001184895,0.00,786.16,No
Performance by Symbol,Data,QQQ   250110C00535000,QQQ 10JAN25 535 C,Options,Broad,-0.002015654,-100,0.007779343,0.00,"5,215.30",No
Performance by Symbol,Data,QQQ   250121C00525000,QQQ 21JAN25 525 C,Options,Broad,-0.0024006,-100,0.003229693,0.00,0.00,No
Performance by Symbol,Data,QQQ   250620C00500000,QQQ 20JUN25 500 C,Options,Broad,0.47106263,36.085903387,0.16711947,0.00,"103,721.14",No
Performance by Symbol,Data,RTX   250131C00125000,RTX 31JAN25 125 C,Options,Industrials,-0.006707672,69.750717501,-0.003647612,0.00,"-2,537.55",No
Performance by Symbol,Data,SE    250117P00105000,SE 17JAN25 105 P,Options,Technology,-0.001132588,-100,0.002770455,0.00,"1,695.44",No
Performance by Symbol,Data,SE    250117P00110000,SE 17JAN25 110 P,Options,Technology,-0.000914937,-100,0.001339794,0.00,847.72,No
Performance by Symbol,Data,SE    250124P00114000,SE 24JAN25 114 P,Options,Technology,-0.00118985,-100,0.002574127,0.00,"1,755.37",No
Performance by Symbol,Data,SE    250124P00118000,SE 24JAN25 118 P,Options,Technology,-0.001591681,-100,0.001643741,0.00,0.00,No
Performance by Symbol,Data,SNOW  250103P00160000,SNOW 03JAN25 160 P,Options,Technology,-0.002807858,-100,0.004717245,0.00,706.48,No
Performance by Symbol,Data,SNOW  250110P00157500,SNOW 10JAN25 157.5 P,Options,Technology,-0.000786787,-100,0.001913128,0.00,"1,202.71",No
Performance by Symbol,Data,SNOW  250110P00165000,SNOW 10JAN25 165 P,Options,Technology,-0.003112983,-100,0.001930709,0.00,0.00,No
Performance by Symbol,Data,SNOW  250117P00160000,SNOW 17JAN25 160 P,Options,Technology,-0.00105372,-100,0.001885997,0.00,"1,161.45",No
Performance by Symbol,Data,SNOW  250124C00180000,SNOW 24JAN25 180 C,Options,Technology,-0.000401204,-100,0.00068072,0.00,492.70,No
Performance by Symbol,Data,SNOW  250124P00170000,SNOW 24JAN25 170 P,Options,Technology,-0.001041357,-100,0.002235128,0.00,"1,531.40",No
Performance by Symbol,Data,TCH FEB25 370 P,700 27FEB25 370 P,Options,Technology,-0.0015077,-50.918614775,0.000832924,0.00,603.92,No
Performance by Symbol,Data,TCH JAN25 360 P W17,700 17JAN25 360 P,Options,Technology,-0.000392483,-100,0.000807494,0.00,492.82,No
Performance by Symbol,Data,TCH JAN25 370 P,700 27JAN25 370 P,Options,Technology,-0.00133374,-97.423573325,0.001037397,0.00,596.29,No
Performance by Symbol,Data,TCH JAN25 380 P,700 27JAN25 380 P,Options,Technology,-0.002354729,-98.510752279,0.001720046,0.00,"1,043.12",No
Performance by Symbol,Data,TSM   250110C00210000,TSM 10JAN25 210 C,Options,Technology,-0.045693603,-100,0.021065329,0.00,"15,930.93",No
Performance by Symbol,Data,TSM   250110C00215000,TSM 10JAN25 215 C,Options,Technology,-0.026898785,-100,0.015210966,0.00,"11,454.58",No
Performance by Symbol,Data,TSM   250110P00212500,TSM 10JAN25 212.5 P,Options,Technology,-0.059203872,-100,0.028472487,0.00,0.00,No
Performance by Symbol,Data,TSM   250110P00215000,TSM 10JAN25 215 P,Options,Technology,-0.041770783,-100,0.018015917,0.00,0.00,No
Performance by Symbol,Data,TSM   250117C00215000,TSM 17JAN25 215 C,Options,Technology,-0.043680001,-100,0.044742324,0.00,"29,653.37",No
Performance by Symbol,Data,TSM   250124C00217500,TSM 24JAN25 217.5 C,Options,Technology,-0.026161404,-100,0.011728827,0.00,0.00,No
Performance by Symbol,Data,TSM   250124C00220000,TSM 24JAN25 220 C,Options,Technology,-0.016815434,-100,0.009998063,0.00,0.00,No
Performance by Symbol,Data,TSM   250124C00222500,TSM 24JAN25 222.5 C,Options,Technology,-0.022174076,-100,0.021799998,0.00,"16,179.74",No
Performance by Symbol,Data,TSM   250124P00220000,TSM 24JAN25 220 P,Options,Technology,-0.004601177,-100,0.009468084,0.00,"6,788.37",No
Performance by Symbol,Data,TSM   250131C00220000,TSM 31JAN25 220 C,Options,Technology,-0.03844998,-76.617193466,0.018742862,0.00,"14,041.70",No
Performance by Symbol,Data,TSM   250131C00225000,TSM 31JAN25 225 C,Options,Technology,-0.022162973,-77.300289282,0.009742497,0.00,"7,441.57",No
Performance by Symbol,Data,TSM   250131C00230000,TSM 31JAN25 230 C,Options,Technology,-0.01468203,-90.892216415,0.015743427,0.00,"11,329.49",No
Performance by Symbol,Data,TSM   250131P00180000,TSM 31JAN25 180 P,Options,Technology,-0.021258758,-95.739781879,0.044633986,0.00,"30,184.91",No
Performance by Symbol,Data,TSM   250131P00215000,TSM 31JAN25 215 P,Options,Technology,-0.005581232,525.975918765,-0.038565851,0.00,"-27,684.23",No
Performance by Symbol,Data,VKTX  250124C00034500,VKTX 24JAN25 34.5 C,Options,Healthcare,-0.000819719,-100,0.001246934,0.00,0.00,No
Performance by Symbol,Data,XLE   250124C00095000,XLE 24JAN25 95 C,Options,Energy,-0.000735341,-100,0.001446525,0.00,996.61,No
Performance by Symbol,Data,XLF   241231C00049000,XLF 31DEC24 49 C,Options,Financials,0,0,0,0.00,"4,075.70",No
Performance by Symbol,Data,XLF   250110C00048500,XLF 10JAN25 48.5 C,Options,Financials,-0.00780038,-100,0.010302547,0.00,"6,859.10",No
Performance by Symbol,Data,XLF   250110C00049000,XLF 10JAN25 49 C,Options,Financials,-0.001619661,-100,0.004574584,0.00,"3,030.81",No
Performance by Symbol,Data,XLF   250124C00050000,XLF 24JAN25 50 C,Options,Financials,-0.007990839,-100,0.003435879,0.00,0.00,No
Performance by Symbol,Data,XLF   250124C00050500,XLF 24JAN25 50.5 C,Options,Financials,-0.004124679,-100,0.002662706,0.00,0.00,No
Performance by Symbol,Data,XLF   250131C00051000,XLF 31JAN25 51 C,Options,Financials,-0.004838894,-11.105484137,0.000685611,0.00,458.55,No
Performance by Symbol,Data,XLK   250110C00240000,XLK 10JAN25 240 C,Options,Technology,-0.007366098,-100,0.01386759,0.00,"9,329.63",No
Performance by Symbol,Data,XLK   250110C00242500,XLK 10JAN25 242.5 C,Options,Technology,-0.004572536,-100,0.016633904,0.00,"11,152.88",No
Performance by Symbol,Data,XLK   250117C00235000,XLK 17JAN25 235 C,Options,Technology,-0.00300159,-100,0.003788043,0.00,"2,482.15",No
Performance by Symbol,Data,XLK   250124C00235000,XLK 24JAN25 235 C,Options,Technology,-0.024985973,-100,0.008869077,0.00,0.00,No
Performance by Symbol,Data,XLK   250124C00237500,XLK 24JAN25 237.5 C,Options,Technology,-0.029657324,-100,0.013770286,0.00,0.00,No
Performance by Symbol,Data,XLK   250131C00242500,XLK 31JAN25 242.5 C,Options,Technology,-0.008595135,-91.622709531,0.00661121,0.00,"4,824.95",No
Performance by Symbol,Data,XLK   250131C00245000,XLK 31JAN25 245 C,Options,Technology,-0.003775298,-94.82250139,0.004348439,0.00,"3,134.59",No
Performance by Symbol,Data,XLU   250131C00080500,XLU 31JAN25 80.5 C,Options,Utilities,-0.002040759,-88.633459047,0.002998524,0.00,"2,114.96",No
Performance by Symbol,Data,XSW   250117C00200000,XSW 17JAN25 200 C,Options,Technology,-0.0003686,-100,0.000539155,0.00,"1,751.72",No
Performance by Symbol,Data,Total Options,,,,-0.09668921,17.18667521,0.979257623,0.00,"548,074.81",
Performance by Symbol,Data,1109,CHINA RESOURCES LAND LTD,Stocks,Real Estate,0.830909232,4.439900944,0.03818692,0.00,"-148,806.64",No
Performance by Symbol,Data,1211,BYD CO LTD-H,Stocks,Consumer Cyclicals,1.299937868,2.530845603,0.033413223,0.00,"-7,430.45",No
Performance by Symbol,Data,1288,AGRICULTURAL BANK OF CHINA-H,Stocks,Financials,2.212516298,-0.200845384,-0.013937601,0.00,"310,174.10",No
Performance by Symbol,Data,1810,XIAOMI CORP-CLASS B,Stocks,Technology,0.919141417,7.922643834,0.067101158,0.00,"114,509.50",No
Performance by Symbol,Data,2020,ANTA SPORTS PRODUCTS LTD,Stocks,Consumer Cyclicals,0.075986882,4.884489381,0.003491897,0.00,"-1,480.03",No
Performance by Symbol,Data,2318,PING AN INSURANCE GROUP CO-H,Stocks,Financials,1.041555305,-4.427054107,-0.056352977,0.00,"82,621.17",No
Performance by Symbol,Data,2359,WUXI APPTEC CO LTD-H,Stocks,Healthcare,0.208290926,-0.790866856,-0.003088264,0.00,"-1,036.83",No
Performance by Symbol,Data,3690,MEITUAN-CLASS B,Stocks,Technology,0.360926617,-0.117892902,0.001115495,0.00,"-19,608.25",No
Performance by Symbol,Data,6178.T,JAPAN POST HOLDINGS CO LTD,Stocks,Financials,0.146929442,9.099284967,0.012537745,0.00,"10,845.26",No
Performance by Symbol,Data,6181,LAOPU GOLD CO L-H,Stocks,Consumer Cyclicals,0.115555348,29.069167758,0.033510982,0.00,"23,649.04",No
Performance by Symbol,Data,6501.T,HITACHI LTD,Stocks,Consumer Non-Cyc,0.559873844,1.779467036,0.005823034,0.00,"42,473.79",No
Performance by Symbol,Data,688,CHINA OVERSEAS LAND & INVEST,Stocks,Real Estate,0.573990069,-1.439680496,-0.006205319,0.00,"-92,502.64",No
Performance by Symbol,Data,700,TENCENT HOLDINGS LTD,Stocks,Technology,3.130207904,-5.505655896,-0.179486199,0.00,"74,551.76",No
Performance by Symbol,Data,883,CNOOC LTD,Stocks,Energy,1.853587103,-2.725697904,-0.042768011,0.00,"-197,459.31",No
